gtaa,wikidata,label,description,lookup,bengwiki
86862,Q2343694,Hajo Bruins,acteur,"Hajo Bruins Hajo Bruins - Bruins, Hajo Hajo Bruins",Hajo_Bruins
245613,Q2343825,Gijs IJlander,programmamaker,"Gijs IJlander,Gijs Hoetjes Gijs IJlander - IJlander, Gijs ",
105253,Q2344039,Pepijn Gunneweg,"acteur, presentator","Pepijn Gunneweg Pepijn Gunneweg - Gunneweg, Pepijn ","Gunneweg,_Pepijn"
112149,Q2344063,Inge Ipenburg,actrice,"Inge Ipenburg Inge Ipenburg - Ipenburg, Inge Ingrid Ipenburg",Inge_Ipenburg
152294,Q2344124,Annemiek Schrijver,presentatrice,"Annemiek Schrijver Annemiek Schrijver - Schrijver, Annemiek Annemiek Schrijver",Annemiek_Schrijver
94535,Q2345047,Johnny van Doorn,dichter/schrijver,"Johnny van Doorn Johnny van Doorn - Doorn, Johnny van ","Doorn,_Johnny_van"
153963,Q2345069,Hans Sibbel,cabaretier,"Hans Sibbel,Lebbis Hans Sibbel - Sibbel, Hans ","Sibbel,_Hans"
162893,Q2345487,Henk van Ulsen,acteur,"Henk van Ulsen Henk van Ulsen - Ulsen, Henk van Hendrik van Ulsen",Henk_van_Ulsen
92103,Q2346265,Nasrdin Dchar,acteur,"Nasrdin Dchar Nasrdin Dchar - Dchar, Nasrdin ","Dchar,_Nasrdin"
161402,Q2346446,Aad van Toor,acrobaat Bassie en Adriaan,"Aad van Toor Aad van Toor - Toor, Aad van Adriaan Gerard van Toor",Aad_van_Toor
253519,Q2346566,Gerard den Hertog,programmamaker,"Gerard den Hertog Gerard den Hertog - Hertog, Gerard den ",
100025,Q2347352,Ferdinand Fransen,"parlementair redacteur, presentator","Ferdinand Fransen Ferdinand Fransen - Fransen, Ferdinand Ferdinand Fransen",Ferdinand_Fransen
162292,Q2347527,Frits van Turenhout,sportverslaggever,"Frits van Turenhout Frits van Turenhout - Turenhout, Frits van Frits van Turenhout",Frits_van_Turenhout
142935,Q2347804,Gerardjan Rijnders,acteur/regisseur,"Gerardjan Rijnders Gerardjan Rijnders - Rijnders, Gerardjan Gerardjan Rijnders",Gerardjan_Rijnders
96707,Q2348473,Ton Elias,"lid Tweede Kamer VVD, journalist","Ton Elias Ton Elias - Elias, Ton ","Elias,_Ton"
126922,Q2349124,Jan van Loenen,journalist Nederland VARA,"Jan van Loenen Jan van Loenen - Loenen, Jan van ","Loenen,_Jan_van"
121281,Q2349787,Wouter Kurpershoek,journalist,"Wouter Kurpershoek Wouter Kurpershoek - Kurpershoek, Wouter Wouter Kurpershoek",Wouter_Kurpershoek
116601,Q2349985,Gijsbert Kamer,popjournalist,"Gijsbert Kamer Gijsbert Kamer - Kamer, Gijsbert ","Kamer,_Gijsbert"
164779,Q2350114,Peter Vermaas,programmamaker,"Peter Vermaas Peter Vermaas - Vermaas, Peter ","Vermaas,_Peter"
253905,Q2350158,Daphny Muriloff,programmamaker,"Daphny Muriloff Daphny Muriloff - Muriloff, Daphny ",
118642,Q2350274,Patrick Kicken,programmamaker,"Patrick Kicken Patrick Kicken - Kicken, Patrick ","Kicken,_Patrick"
116179,Q2350598,Pieter Jouke,cabaretier,"Pieter Jouke Pieter Jouke - Jouke, Pieter ","Jouke,_Pieter"
96166,Q2350960,Joost Eerdmans,lid Tweede Kamer LPF,"Joost Eerdmans Joost Eerdmans - Eerdmans, Joost ","Eerdmans,_Joost"
215143,Q2351322,Lodewijk Hoekstra,presentator,"Lodewijk Hoekstra Lodewijk Hoekstra - Hoekstra, Lodewijk ","Hoekstra,_Lodewijk"
243008,Q2352154,Willebrord Nieuwenhuis,programmamaker,"Willebrord Nieuwenhuis Willebrord Nieuwenhuis - Nieuwenhuis, Willebrord ",
225113,Q2354183,Roosmarijn Reijmer,diskjockey,"Roosmarijn Reijmer Roosmarijn Reijmer - Reijmer, Roosmarijn ","Reijmer,_Roosmarijn"
134155,Q2354281,Adriaan Olree,acteur,"Adriaan Olree Adriaan Olree - Olree, Adriaan Adriaan Olree",Adriaan_Olree
161933,Q2354307,Jan Tromp,journalist,"Jan Tromp Jan Tromp - Tromp, Jan ","Tromp,_Jan"
118440,Q2354830,Ben Kolster,programmamaker,"Ben Kolster Ben Kolster - Kolster, Ben ","Kolster,_Ben"
81660,Q2355735,Joris van den Bergh,programmamaker,"Joris van den Bergh Joris van den Bergh - Bergh, Joris van den ","Bergh,_Joris_van_den"
160800,Q2356157,Ger Thijs,regisseur Nederland,"Ger Thijs,Gerard Maria Hubert Thijs Ger Thijs - Thijs, Ger ","Thijs,_Ger"
166224,Q2356191,Bert Voeten,dichter,"Bert Voeten,B. van Beenen,Leo H. van der Mark,Lambertus Hendrikus Voeten,Hans van den Bosch Bert Voeten - Voeten, Bert ","Voeten,_Bert"
91350,Q2356265,Marcel van Dam,politicus PvdA/voorzitter VARA,"Marcel van Dam Marcel van Dam - Dam, Marcel van Marcel Parcival Arthur van Dam",Marcel_van_Dam
97825,Q2357571,Frank Evenblij,verslaggever,"Frank Evenblij Frank Evenblij - Evenblij, Frank Frank Evenblij",Frank_Evenblij
86231,Q2358613,Hans Bronkhorst,programmamaker,"Hans Bronkhorst Hans Bronkhorst - Bronkhorst, Hans ","Bronkhorst,_Hans"
130440,Q2358902,Jetty Mathurin,"actrice, cabaretière","Jetty Mathurin Jetty Mathurin - Mathurin, Jetty ","Mathurin,_Jetty"
82628,Q2359608,Anet Bleich,journaliste,"Anet Bleich Anet Bleich - Bleich, Anet ","Bleich,_Anet"
228171,Q2359797,Soufiane Touzani,"straatvoetballer, rapper","Soufiane Touzani Soufiane Touzani - Touzani, Soufiane ","Touzani,_Soufiane"
120281,Q2360135,Jacques de Koning,schaatser,"Jacques de Koning Jacques de Koning - Koning, Jacques de ","Koning,_Jacques_de"
115125,Q2360432,Kees Jansma,"sportverslag., chef sport Studio Sport/Canal+,perschef Ned.elftal","Kees Jansma Kees Jansma - Jansma, Kees Cornelis Johannes Jansma",Kees_Jansma
119554,Q2361790,Nico Knapper,regisseur,"Nico Knapper Nico Knapper - Knapper, Nico Nico Knapper",Nico_Knapper
104644,Q2361886,Frank Groothof,acteur Nederland,"Frank Groothof Frank Groothof - Groothof, Frank Franciscus Bernardus Theodorus Groothof Schröder",Frank_Groothof
254672,Q2362196,Niels Hoogland,programmamaker,"Niels Hoogland Niels Hoogland - Hoogland, Niels ",
145193,Q2364149,Jan Reiff,programmamaker,"Jan Reiff Jan Reiff - Reiff, Jan ","Reiff,_Jan"
167068,Q2366351,Jelle de Vries,"pianist, interviewer","Jelle de Vries Jelle de Vries - Vries, Jelle de ","Vries,_Jelle_de"
83251,Q2366542,Antoine Bodar,priester/tv-presentator,"Antoine Bodar Antoine Bodar - Bodar, Antoine ","Bodar,_Antoine"
94135,Q2366975,Coot van Doesburgh,publiciste/journaliste,"Coot van Doesburgh,Jacoba Dorothea van Doesburgh Coot van Doesburgh - Doesburgh, Coot van ","Doesburgh,_Coot_van"
86309,Q2367763,Huib Broos,acteur,"Huib Broos Huib Broos - Broos, Huib ","Broos,_Huib"
116608,Q2368428,Antonie Kamerling,acteur,"آنتونی کامرلینگ,Antonie Kamerling Antonie Kamerling - Kamerling, Antonie Anthonie Willem Constantijn Gneomar Kamerling",Antonie_Kamerling
241616,Q2369053,Jaïr Ferwerda,programmamaker,"Jaïr Ferwerda Jaïr Ferwerda - Ferwerda, Jaïr ",
143323,Q2369114,Ronnie Potsdammer,cabaretier,"Ronnie Potsdammer Ronnie Potsdammer - Potsdammer, Ronnie ","Potsdammer,_Ronnie"
133628,Q2369573,Jan Mom,programmamaker,"Jan Mom Jan Mom - Mom, Jan ","Mom,_Jan"
93566,Q2370141,Lejo Dijkgraaf,presentator,"Leo Dijkgraaf,Lejo Dijkgraaf Lejo Dijkgraaf - Dijkgraaf, Lejo ","Dijkgraaf,_Lejo"
84674,Q2370746,Tamara Bos,programmamaker,"Tamara Bos Tamara Bos - Bos, Tamara Tamara Bos",Tamara_Bos
82970,Q2371763,Philip Bloemendal,"dir. Polygoon journaal, stem Polygoon","Philip Bloemendal Philip Bloemendal - Bloemendal, Philip Philip Bloemendal",Philip_Bloemendal
161231,Q2373758,Henriëtte Tol,actrice,"Henriëtte Tol Henriëtte Tol - Tol, Henriëtte Henriëtte Jacqueline Tol",Henri%C3%ABtte_Tol
145370,Q2374592,Han Reiziger,radio- en tv-presentator,"Han Reiziger Han Reiziger - Reiziger, Han Henri Gerardus Reiziger",Han_Reiziger
245439,Q2376697,Kasper Kooij,programmamaker,"Kasper Kooij Kasper Kooij - Kooij, Kasper ",
116702,Q2377046,Pascal Kamperman,programmamaker,"Pascal Kamperman Pascal Kamperman - Kamperman, Pascal ","Kamperman,_Pascal"
166956,Q2377737,Friso Wiegersma,tekstschrijver/decor- en kostuumontwerper,"Friso Wiegersma Friso Wiegersma - Wiegersma, Friso ","Wiegersma,_Friso"
166172,Q2378031,Bram van der Vlugt,acteur,"Bram van der Vlugt Bram van der Vlugt - Vlugt, Bram van der Abraham Rutger van der Vlugt",Bram_van_der_Vlugt
76715,Q2378573,Ernst van Altena,schrijver/vertaler,"Ernst van Altena Ernst van Altena - Altena, Ernst van ","Altena,_Ernst_van"
240567,Q2378770,Hugo van Krieken,programmamaker,"Hugo van Krieken Hugo van Krieken - Krieken, Hugo van ",
122862,Q2379393,Bert van Leeuwen,tv-presentator,"Bert van Leeuwen Bert van Leeuwen - Leeuwen, Bert van Bert van Leeuwen",Bert_van_Leeuwen
114565,Q2379542,Gerrit de Jager,striptekenaar,"Gerrit de Jager Gerrit de Jager - Jager, Gerrit de ","Jager,_Gerrit_de"
156306,Q2379718,Piet Souer,programmamaker,"Piet Souer Piet Souer - Souer, Piet ","Souer,_Piet"
114446,Q2381111,Gerard Jacobs,journalist,"Gerard Jacobs Gerard Jacobs - Jacobs, Gerard ","Jacobs,_Gerard"
166673,Q2382342,Maarten de Vos,"journalist, directeur Interfootball, zaakwaarnemer","Maarten de Vos Maarten de Vos - Vos, Maarten de ","Vos,_Maarten_de"
250533,Q2382562,Marjan van den Berg,programmamaker,"Marjan van den Berg Marjan van den Berg - Berg, Marjan van den ",
118038,Q2382969,Ben Ketting,zanger,"Ben Ketting Ben Ketting - Ketting, Ben ","Ketting,_Ben"
224961,Q2383222,Lucien Foort,diskjockey,"Lucien Foort Lucien Foort - Foort, Lucien ","Foort,_Lucien"
147260,Q2384055,Regina Romeijn,presentatrice,"Regina Romeijn Regina Romeijn - Romeijn, Regina ","Romeijn,_Regina"
161233,Q2385022,JeanMarc van Tol,striptekenaar,"Jean-Marc van Tol Jean-Marc van Tol - Tol, Jean-Marc van ","Tol,_Jean-Marc_van"
135222,Q2385314,Harry Muskee,musicus,"Harry Muskee Harry Muskee - Muskee, Harry ","Muskee,_Harry"
130462,Q2385696,Diana Matroos,presentatrice,"Diana Matroos Diana Matroos - Matroos, Diana Diana Matroos",Diana_Matroos
210571,Q2385923,Quinty Trustfull,presentatrice,"Quinty Trustfull Quinty Trustfull - Trustfull, Quinty Quinty Trustfull-van den Broek",Quinty_Trustfull
252962,Q2386222,Jerusha Geelhoed,programmamaker,"Jerusha Geelhoed Jerusha Geelhoed - Geelhoed, Jerusha ",
81211,Q2386609,Tamarah Benima,publiciste,"Tamarah Benima Tamarah Benima - Benima, Tamarah ","Benima,_Tamarah"
137230,Q2387603,Tineke de Nooij,tv-presentatrice,"Tineke de Nooij Tineke de Nooij - Nooij, Tineke de ","Nooij,_Tineke_de"
249105,Q2387676,Kees Strooband,programmamaker,"Kees Strooband Kees Strooband - Strooband, Kees ",
155854,Q2388407,Tim Steens,"hockeycommentator, hockeyer","Timotheus Steens,Tim Steens Tim Steens - Steens, Tim ","Steens,_Tim"
170778,Q2389788,Lies de Wind,actrice,"Lies de Wind Lies de Wind - Wind, Lies de Elise de Wind",Lies_de_Wind
121783,Q2389846,Bianca Krijgsman,actrice,"Bianca Krijgsman Bianca Krijgsman - Krijgsman, Bianca ","Krijgsman,_Bianca"
119041,Q2390383,Arie Kleijwegt,tv-journalist/directeur VPRO,"Arie Kleijwegt Arie Kleijwegt - Kleijwegt, Arie ","Kleijwegt,_Arie"
139164,Q2390659,Willem Jan Otten,dramaturg/schrijver,"Willem Jan Otten Willem Jan Otten - Otten, Willem Jan ","Otten,_Willem_Jan"
209769,Q2390892,Herman Wegter,programmamaker,"Herman Wegter Herman Wegter - Wegter, Herman ","Wegter,_Herman"
152598,Q2391643,Will van Selst,acteur,"Will van Selst Will van Selst - Selst, Will van Willy Koenraad George van Selst",Will_van_Selst
147794,Q2393122,Lone van Roosendaal,musicalster,"Lone van Roosendaal Lone van Roosendaal - Roosendaal, Lone van ","Roosendaal,_Lone_van"
85229,Q2394061,Pieter Bouwman,"programmamaker, cabaretier, 'Toon Sporenberg'","Pieter Bouwman Pieter Bouwman - Bouwman, Pieter ","Bouwman,_Pieter"
233236,Q2394851,Dionne Stax,verslaggeefster,"Dionne Stax Dionne Stax - Stax, Dionne Dionne Stax",Dionne_Stax
159538,Q2395584,Chiara Tissen,programmamaker,"Chiara Tissen Chiara Tissen - Tissen, Chiara ","Tissen,_Chiara"
96022,Q2396964,Arjan Ederveen,acteur,"Arjan Ederveen Arjan Ederveen - Ederveen, Arjan Arjan Ederveen Janssen",Arjan_Ederveen
93368,Q2397078,Wouter van Dieren,ecoloog Centrum Energiebesparing lid Club van Rome,"Wouter van Dieren Wouter van Dieren - Dieren, Wouter van ","Dieren,_Wouter_van"
77302,Q2398234,Ton Anbeek,neerlandicus,"Ton Anbeek Ton Anbeek - Anbeek, Ton ","Anbeek,_Ton"
94248,Q2399331,Sietze Dolstra,zanger/acteur,"Sietze Dolstra Sietze Dolstra - Dolstra, Sietze ","Dolstra,_Sietze"
98222,Q2399560,Violet Falkenburg,presentatrice radio/tv,"Violet Falkenburg Violet Falkenburg - Falkenburg, Violet Violet Falkenburg",Violet_Falkenburg
165729,Q2400403,Bert Visscher,cabaretier,"Bert Visscher Bert Visscher - Visscher, Bert ","Visscher,_Bert"
166684,Q2401251,Michiel Vos,"journalist, documentairemaker","Michiel Vos Michiel Vos - Vos, Michiel Michiel Vos",Michiel_Vos
119192,Q2402148,Albert de Klerk,organist,"Albert de Klerk Albert de Klerk - Klerk, Albert de ","Klerk,_Albert_de"
119306,Q2402609,Wim Klinkenberg,journalist,"Wim Klinkenberg Wim Klinkenberg - Klinkenberg, Wim ","Klinkenberg,_Wim"
120303,Q2403077,Marijn de Koning,journaliste/politicus D66,"Marijn de Koning Marijn de Koning - Koning, Marijn de Johanna Marijtje de Koning",Marijn_de_Koning
85914,Q2403503,Henk Bres,Ado Den Haag-supporter,"Henk Bres Henk Bres - Bres, Henk ","Bres,_Henk"
84992,Q2403586,Herman Bouber,acteur,"Herman Bouber Herman Bouber - Bouber, Herman ","Bouber,_Herman"
237537,Q2405939,Jurjen van Loon,"acteur, presentator","Jurjen van Loon Jurjen van Loon - Loon, Jurjen van ","Loon,_Jurjen_van"
115101,Q2406290,Tom Jansen,acteur,"Tom Jansen Tom Jansen - Jansen, Tom Tom Jansen",Tom_Jansen
232259,Q2406630,Jacques de Jong,energiedeskundige Instituut Clingendael,"Jacques de Jong Jacques de Jong - Jong, Jacques de ","Jong,_Jacques_de"
116195,Q2406716,Tine Joustra,actrice,"Tine Joustra Tine Joustra - Joustra, Tine ","Joustra,_Tine"
228367,Q2408144,Petra Grijzen,journaliste,"Petra Grijzen Petra Grijzen - Grijzen, Petra ","Grijzen,_Petra"
152727,Q2408459,Owen Schumacher,acteur/stand-up comedian,"Owen Schumacher Owen Schumacher - Schumacher, Owen ","Schumacher,_Owen"
213711,Q2410047,Yora Rienstra,"cabaretière, zangeres, actrice","Yora Rienstra Yora Rienstra - Rienstra, Yora ","Rienstra,_Yora"
93565,Q2410512,Jan Dijkgraaf,hoofdredacteur Metro,"Jan Dijkgraaf Jan Dijkgraaf - Dijkgraaf, Jan ","Dijkgraaf,_Jan"
82960,Q2410535,Karin Bloemen,cabaretière/actrice,"Karin Bloemen Karin Bloemen - Bloemen, Karin Karin Bloemen",Karin_Bloemen
137801,Q2411888,Mimoun Oaïssa,acteur,"ميمون اوعيسى,Mimoun Oaïssa Mimoun Oaïssa - Oaïssa, Mimoun ","Oa%C3%AFssa,_Mimoun"
146335,Q2412136,Wim Rijken,acteur,"Wim Rijken Wim Rijken - Rijken, Wim ","Rijken,_Wim"
107695,Q2412288,Nol Havens,zanger,"Nol Havens Nol Havens - Havens, Nol ","Havens,_Nol"
94665,Q2413315,Henk van Dorp,sportverslaggever,"Henk van Dorp Henk van Dorp - Dorp, Henk van Hendrik Jan Bongaarts",Henk_van_Dorp
90134,Q2413757,Olga Commandeur,ex-atlete,"Olga Commandeur Olga Commandeur - Commandeur, Olga ","Commandeur,_Olga"
97729,Q2414059,Elsbeth Etty,schrijfster,"Elsbeth Etty Elsbeth Etty - Etty, Elsbeth ","Etty,_Elsbeth"
90373,Q2414356,Karel van Cooten,programmamaker,"Karel van Cooten Karel van Cooten - Cooten, Karel van ","Cooten,_Karel_van"
93520,Q2414671,Pieter van Dijk,programmamaker,"Pieter van Dijk Pieter van Dijk - Dijk, Pieter van ","Dijk,_Pieter_van"
117369,Q2414741,Nel Kars,actrice,"Nel Kars Nel Kars - Kars, Nel Nel Kars",Nel_Kars
248615,Q2414826,Peter Klein,programmamaker,"Peter Klein Peter Klein - Klein, Peter ",
255130,Q2415784,Leonie ter Braak,programmamaker,"Leonie ter Braak Leonie ter Braak - Braak, Leonie ter ",
114981,Q2416851,Dolf Jansen,"cabaretier, marathonloper","Dolf Jansen Dolf Jansen - Jansen, Dolf Dolf Jansen",Dolf_Jansen
85418,Q2418962,Lex Braamhorst,programmamaker,"Lex Braamhorst Lex Braamhorst - Braamhorst, Lex Lex Braamhorst",Lex_Braamhorst
116673,Q2419105,Walter van der Kamp,regisseur,"Walter van der Kamp Walter van der Kamp - Kamp, Walter van der Walter van der Kamp",Walter_van_der_Kamp
241744,Q2419282,John Vanderaart,programmamaker,"John Vanderaart John Vanderaart - Vanderaart, John ",
249287,Q2419672,Eddie Pasveer,programmamaker,"Eddie Pasveer Eddie Pasveer - Pasveer, Eddie ",
167047,Q2420110,Hymke de Vries,actrice,"Hymke de Vries Hymke de Vries - Vries, Hymke de ","Vries,_Hymke_de"
243735,Q2420194,Jonah Kahn,programmamaker,"Jonah Kahn Jonah Kahn - Kahn, Jonah ",
83571,Q2420355,Theu Boermans,acteur,"Theu Boermans Theu Boermans - Boermans, Theu ","Boermans,_Theu"
115392,Q2421388,Wilfried de Jong,"cabaretier, programmamaker","Wilfried de Jong Wilfried de Jong - Jong, Wilfried de ","Jong,_Wilfried_de"
172931,Q2422001,Peter Zijerveld,programmamaker,"Peter Zijerveld Peter Zijerveld - Zijerveld, Peter ","Zijerveld,_Peter"
117295,Q2422363,Barbara Karel,presentatrice,"Barbara Karel Barbara Karel - Karel, Barbara ","Karel,_Barbara"
140329,Q2423169,Ernst van der Pasch,cabaretier,"Ernst van der Pasch Ernst van der Pasch - Pasch, Ernst van der ","Pasch,_Ernst_van_der"
93654,Q2424354,Marc Dik,programmamaker,"Marc Dik Marc Dik - Dik, Marc ","Dik,_Marc"
112614,Q2424727,Ivo van Hove,toneelregisseur,"Ivo van Hove,イヴォ・ヴァン・ホーヴェ Ivo van Hove - Hove, Ivo van ","Hove,_Ivo_van"
128284,Q2425010,Ferry Maat,diskjockey,"Ferry Maat Ferry Maat - Maat, Ferry Ferry Maat",Ferry_Maat
112468,Q2426988,Bas van Hout,journalist,"Bas van Hout Bas van Hout - Hout, Bas van ","Hout,_Bas_van"
145490,Q2427006,Jacco van Renesse,zanger/acteur,"Jacco van Renesse Jacco van Renesse - Renesse, Jacco van ","Renesse,_Jacco_van"
140074,Q2427170,Luc Panhuysen,cultuurhistoricus,"Luc Panhuysen Luc Panhuysen - Panhuysen, Luc ","Panhuysen,_Luc"
150190,Q2428160,Klaas Samplonius,programmamaker,"Klaas Samplonius Klaas Samplonius - Samplonius, Klaas Klaas Samplonius",Klaas_Samplonius
80361,Q2428211,Wim Bax,acteur,"Wim Bax Wim Bax - Bax, Wim ","Bax,_Wim"
132084,Q2428280,Titus Muizelaar,acteur/regisseur,"Titus Muizelaar Titus Muizelaar - Muizelaar, Titus ","Muizelaar,_Titus"
162700,Q2428986,Ad Verbrugge,filosoof,"Ad Verbrugge Ad Verbrugge - Verbrugge, Ad ","Verbrugge,_Ad"
161681,Q2429077,Hakim Traïdia,"acteur, mimespeler","Hakim Traïdia Hakim Traïdia - Traïdia, Hakim ","Tra%C3%AFdia,_Hakim"
235428,Q2429455,Jeroen Tjepkema,nieuwslezer,"Jeroen Tjepkema Jeroen Tjepkema - Tjepkema, Jeroen ","Tjepkema,_Jeroen"
77148,Q2429604,Peter de Baan,acteur,"Peter de Baan Peter de Baan - Baan, Peter de ","Baan,_Peter_de"
136559,Q2430234,Edvard Niessing,radio-presentator,"Edvard Niessing Edvard Niessing - Niessing, Edvard Edvard Guillaume Frédéric Niessing",Edvard_Niessing
138039,Q2430416,Reinout Oerlemans,"acteur, tv presentator, tv producent","Reinout Oerlemans Reinout Oerlemans - Oerlemans, Reinout Reinout Oerlemans",Reinout_Oerlemans
161140,Q2430828,Bas Ticheler,sportverslaggever,"Bas Ticheler Bas Ticheler - Ticheler, Bas ","Ticheler,_Bas"
141553,Q2430961,Debby Petter,tv-presentatrice,"Debby Petter Debby Petter - Petter, Debby Deborah Daniëlle Petter",Debby_Petter
115385,Q2431066,Trudy de Jong,actrice,"Trudy de Jong Trudy de Jong - Jong, Trudy de ","Jong,_Trudy_de"
209896,Q2431109,Astrid Kersseboom,nieuwslezeres,"Astrid Kersseboom Astrid Kersseboom - Kersseboom, Astrid Astrid Kersseboom",Astrid_Kersseboom
162488,Q2431994,Dennis van de Ven,acteur,"Dennis van de Ven Dennis van de Ven - Ven, Dennis van de ","Ven,_Dennis_van_de"
133207,Q2432987,Roger Moens,atleet,"Roger Moens Roger Moens - Moens, Roger ","Moens,_Roger"
82286,Q2433688,Noraly Beyer,presentatrice NOS-Journaal,"Noraly Beyer Noraly Beyer - Beyer, Noraly Noraly Beyer",Noraly_Beyer
105519,Q2434026,Tim Haars,acteur,"Tim Haars Tim Haars - Haars, Tim ","Haars,_Tim"
79596,Q2434346,Jan Bank,historicus,"Jan Bank Jan Bank - Bank, Jan ","Bank,_Jan"
151222,Q2434433,Bert Schierbeek,schrijver Nederland,"Bert Schierbeek Bert Schierbeek - Schierbeek, Bert ","Schierbeek,_Bert"
157071,Q2434450,Radi Suudi,Palestijns journalist Nederland,"Radi Suudi Radi Suudi - Suudi, Radi ","Suudi,_Radi"
245957,Q2434799,Mark Retera,programmamaker,"Mark Retera Mark Retera - Retera, Mark ",
135580,Q2435425,Nance Coolen,"zangeres, presentatrice","Nancy Coolen,Nance Coolen Nance Coolen - Coolen, Nance ",
221515,Q2435748,Peter ter Velde,journalist,"Peter ter Velde Peter ter Velde - Velde, Peter ter ","Velde,_Peter_ter"
250974,Q2436062,Jan Broekhuis,programmamaker,"Jan Broekhuis Jan Broekhuis - Broekhuis, Jan ",
122068,Q2436111,Ron Kroon,programmamaker,"Ron Kroon,Ronald Kroon Ron Kroon - Kroon, Ron ","Kroon,_Ron"
81709,Q2437114,Sunny Bergman,actrice,"Sunny Bergman Sunny Bergman - Bergman, Sunny Sunny Bergman",Sunny_Bergman
115545,Q2437754,Stella Jongmans,atlete,"Stella Jongmans Stella Jongmans - Jongmans, Stella ","Jongmans,_Stella"
111193,Q2438043,Heddy Honigmann,filmregisseur Nederland,"Heddy Honigmann Heddy Honigmann - Honigmann, Heddy Heddy Honigmann",Heddy_Honigmann
212514,Q2438390,Astrid Bussink,documentairemaakster,"Astrid Bussink Astrid Bussink - Bussink, Astrid ","Bussink,_Astrid"
239337,Q2438681,Stefan de Vries,"journalist, schrijver","Stefan de Vries Stefan de Vries - Vries, Stefan de ",
